Site Ref,Site Name,Description,Customer,Postcode,Town,Latitude,Longitude
GB-LCL-A0889,[GB-LCL-A0889] Redbridge: Merlin Road / ACE0493194 / E12 5DJ,Alfen 22kW,Believ (EV),E12 5DJ,Redbridge,51.560758,0.041432
GB-LCL-A0893,[GB-LCL-A0893] Redbridge: Roding Lane North / ACE0493195 / IG8 8LL,Alfen 22kW,Believ (EV),IG8 8LL,Redbridge,51.59509,0.0508832
GB-LCL-A0894,[GB-LCL-A0894] Redbridge: Oaks Lane / ACE0493160 / IG2 7QH,Alfen 22kW,Believ (EV),IG2 7QH,Redbridge,51.5826837,0.0999381
GB-LCL-A0895,[GB-LCL-A0895] Redbridge: 17-39 Suffolk Road / ACE0493188 / IG3 8JF,Alfen 22kW,Believ (EV),IG3 8JF,Redbridge,51.574016,0.096253
GB-LCL-A0896,[GB-LCL-A0896] Waltham Forest: Long Leys / ACE0493212 / E4 9ND,Alfen 22kW,Believ (EV),E4 9ND,Waltham Forest,51.607053,-0.007668
GB-LCL-A0897,[GB-LCL-A0897] Waltham Forest: Long Leys / ACE0493224 / E4 9ND,Alfen 22kW,Believ (EV),E4 9ND,Waltham Forest,51.607053,-0.007668
GB-LCL-A0898,[GB-LCL-A0898] Waltham Forest: Woodville Road / ACE0493215 / E11 3BP,Alfen 22kW,Believ (EV),E11 3BP,Waltham Forest,51.56723,0.016456
GB-LCL-A0899,[GB-LCL-A0899] Waltham Forest: Eatington Road / ACE0493219 /  E10 6DX,Alfen 22kW,Believ (EV),E10 6DX,Waltham Forest,51.57968172,-0.0003442
GB-LCL-A0900,[GB-LCL-A0900] Waltham Forest: Eatington Road / ACE0493208 / E10 6DX,Alfen 22kW,Believ (EV),E10 6DX,Waltham Forest,51.580762,0.000757
GB-LCL-A0901,[GB-LCL-A0901] Waltham Forest: Rolls Park Road / ACE0493238,Alfen 22kW,Believ (EV),E4 9BY,Waltham Forest,51.612,-0.013558
GB-LCL-A0902,[GB-LCL-A0902] Ealing: Townsend Road / ACE0493204 / UB1 1HA,Alfen 22kW,Believ (EV),UB1 1HA,Ealing,51.512293,-0.385069
GB-LCL-A0903,[GB-LCL-A0903] Ealing: Townsend Road / ACE0493220 / UB1 1HA,Alfen 22kW,Believ (EV),UB1 1HA,Ealing,51.512293,-0.385069
GB-LCL-A0904,[GB-LCL-A0904] Ealing: North Road / ACE0493228 / W5 4QP,Alfen 22kW,Believ (EV),W5 4QP,Ealing,51.497886,-0.305475
GB-LCL-A0905,[GB-LCL-A0905] North Road,Alfen 22kW,Believ (EV),W5 4QP,Ealing,51.497886,-0.305475
GB-LCL-A0907,[GB-LCL-A0907] Newham: Opposite 143 Church Street / ACE0493417 / E15 3EH,Alfen 22kW,Believ (EV),E15 3EH,Newham,51.534672,0.01107
GB-LCL-A0908,[GB-LCL-A0908] Newham: 52 Gainsborough Road / ACE0493412 / E15 3AG,Alfen 22kW,Believ (EV),E15 3AG,Newham,51.524929,0.010003
GB-LCL-A0909,[GB-LCL-A0909] Redbridge: Outside no 89 / Ray Lodge Road / ACE0493360 / IG8 7PE,,Believ (EV),IG8 7PE,Redbridge,51.608575,0.042611
GB-LCL-A0910,[GB-LCL-A0910] Ealing: Guerney Road / ACE0493242 / UB5 6LJ,Alfen 22kW,Believ (EV),UB5 6LJ,Ealing,51.5341,-0.39782
GB-LCL-A0912,[GB-LCL-A0912] Ealing: Guerney Road / ACE0493143 / UB5 6LJ,Alfen 22kW,Believ (EV),UB5 6LJ,Ealing,51.5341,-0.39782
GB-LCL-A0913,[GB-LCL-A0913] Newham: Opposite 5-6 Elm Road / ACE0493413 / E7 9HY,Alfen 22kW,Believ (EV),E7 9HY,Newham,51.544003,0.016841
GB-LCL-A0914,[GB-LCL-A0914] Newham: Opposite 157 Roman Road / ACE0493234 / E6 3SP,Alfen 22kW,Believ (EV),E6 3SP,Newham,51.520551,0.052317
GB-LCL-A0915,[GB-LCL-A0915] Newham: Opposite 26 Southend Road / ACE0493225 / E6 2AA,Alfen 22kW,Believ (EV),E6 2AA,Newham,51.539536,0.054684
GB-LCL-A0916,[GB-LCL-A0916] Brentwood: Chatham Way Car Park / 1 Ropers Yard / ACE0493321 / CM14 4BG,Alfen 22kW,Believ (EV),CM14 4BG,Brentwood,51.618784,0.300631
GB-LCL-A0917,[GB-LCL-A0917] Waltham Forest: Western Road / ACE0493213 / E17 9DX,Alfen 22kW,Believ (EV),E17 9DX,Waltham Forest,51.580348,-0.00430197
GB-LCL-A0920,[GB-LCL-A0920] Newham: Selwyn Road / Flank Wall of 34 Crescent Road / ACE0493157 /  E13 0LT,,Believ (EV), E13 0LT,Newham,51.535545,0.02445
GB-LCL-A0921,[GB-LCL-A0921] Waltham Forest: Lambourne Gardens / ACE0493230 / E4 7SG,Alfen 22kW,Believ (EV),E4 7SG,Waltham Forest,51.62560117,-0.01568567
GB-LCL-A0922,[GB-LCL-A0922] Waltham Forest: Leyton Green Road / ACE0493370 / E10 6BF,Alfen 22kW,Believ (EV),E10 6BF,Waltham Forest,51.57514,-0.008294
GB-LCL-A0924,[GB-LCL-A0924] Leyton Green Road,Alfen 22kW,Believ (EV),E10 6BF,Waltham Forest,51.57514,-0.008294
GB-LCL-A0925,[GB-LCL-A0925] Newham: 23 Vincent Street / ACE0493419 / E16 1LS,Alfen 22kW,Believ (EV),E16 1LS,Newham,51.515135,0.016219
GB-LCL-A0926,[GB-LCL-A0926] Newham: Opposite 2 Wythes Road / ACE0493448 / E16 2DN,Alfen 22kW,Believ (EV),E16 2DN,Newham,51.50227994,0.04735837
GB-LCL-A0928,[GB-LCL-A0928] Newham: 28 Woolwich Manor Way / ACE0493369 / E16 2NJ,Alfen 22kW,Believ (EV),E16 2NJ,Newham,51.500654,0.068937
GB-LCL-A0929,[GB-LCL-A0929] Newham: 70 Woodman Street / ACE0493468 / E16 2LS,Alfen 22kW,Believ (EV),E16 2LS,Newham,51.501081,0.06423
GB-LCL-A0930,[GB-LCL-A0930] Newham: O/S 45-55 Sussex Road / ACE0493424,Alfen 22kW,Believ (EV),E6 2PT,Newham,51.53247236,0.06534058
GB-LCL-A0931,[GB-LCL-A0931] Newham: Opposite 1A Napier Road / ACE0493455 / E6 2SE,Alfen 22kW,Believ (EV),E6 2SE,Newham,51.533412,0.06072
GB-LCL-A0932,[GB-LCL-A0932] Newham: 81 Wellstead Road / ACE0493411 / E6 6DE,Alfen 22kW,Believ (EV),E6 6DE,Newham,51.5282554,0.06257298
GB-LCL-A0933,[GB-LCL-A0933] Newham: 49 Southchurch Road / ACE0493402,Alfen 22kW,Believ (EV),E6 6DZ,Newham,51.529326,0.058883
GB-LCL-A0938,[GB-LCL-A0938] High Street,Tritium 50kW,Believ (EV),NN17 1UU,Northamptonshire North,52.490824,-0.682482
GB-LCL-A0957,[GB-LCL-A0957] 55 Parkhall Road,Tritium 50kW,Believ (EV),PE28 3HE,Somersham,52.38714591,0.00080795
GB-LCL-A0960,[GB-LCL-A0960] Broadway,Tritium 50kW,Believ (EV),W7 3ST,Ealing,51.50908273,-0.33767988
GB-LCL-A0960,[GB-LCL-A0960] Ealing: Broadway,Tritium 50kW,Believ (EV),W7 3ST,Ealing,51.50908273,-0.33767988
GB-LCL-A0960,[GB-LCL-A0960] Ealing: Broadway / Veefil-602200586 / W7 3ST,Tritium 50kW,Believ (EV),W7 3ST,Ealing,51.50908273,-0.33767988
GB-LCL-A0961,[GB-LCL-A0961] The Village Hall / The Lane / Awsworth CP,Tritium 50kW,Believ (EV),NG16 2QQ,Broxtowe,52.99041892,-1.28255676
GB-LCL-A0962,[GB-LCL-A0962] Ealing: 135-161 Northfield Avenue / veefil-602200574 / W13 9RT,Tritium 50kW,Believ (EV),W13 9RT,Ealing,51.502396,-0.316337
GB-LCL-A0964,[GB-LCL-A0964] Ealing: 16 Hanger Green / veefil-602200561 / W5 3EL,Tritium 50kW,Believ (EV),W5 3EL,Ealing,51.527033,-0.2855
GB-LCL-A0965,[GB-LCL-A0965] Ealing: Dorchester Road / veefil-602200587 / UB5 4PA,Tritium 50kW,Believ (EV),UB5 4PA,Ealing,51.557147,-0.359307
GB-LCL-A0970,[GB-LCL-A0970] Brook Street,Tritium 50kW,Believ (EV),NN9 6UF,Northamptonshire North,52.341826,-0.538112
GB-LCL-A0970,[GB-LCL-A0970] Brook Street,Tritium 50kW,Believ (EV),NN9 6UF,Northamptonshire North,52.341826,-0.538112
GB-LCL-A0970,[GB-LCL-A0970] Northamptonshire North: Brook Street,Tritium 50kW,Believ (EV),NN9 6UF,Northamptonshire North,52.341826,-0.538112
GB-LCL-A0971,[GB-LCL-A0971] Elizabeth Street,Tritium 50kW,Believ (EV),NN17 1PN,Northamptonshire North,52.488245,-0.699341
GB-LCL-A0972,[GB-LCL-A0972] Newham: Outside 9 County Road / ACE0493280 / E6 6NH,Alfen 22kW,Believ (EV),E6 6NH,Newham,51.51614,0.066943
GB-LCL-A0973,[GB-LCL-A0973] Broughton: Village Hall / High Street / Broughton Car Park / veefil-602200573,"Tritium 50kW
",Believ (EV),SO20 8AX,Broughton,51.09317474,-1.5590056
GB-LCL-A0974,[GB-LCL-A0974] Newham: Keppel Road flank of 46a Caufield Road / ACE0493281 / E6 2EN,Alfen 22kW,Believ (EV),E6 2EN,Newham,51.53686022,0.05446562
GB-LCL-A0980,[GB-LCL-A0980] The Village Hall / The Lane / Awsworth CP,Etrel 22kW,Believ (EV),NG16 2QQ,Broxtowe,52.99041892,-1.28255676
GB-LCL-A0981,[GB-LCL-A0981] Dawlish Road,Alfen 22kW,Believ (EV),E10 6QW,Waltham Forest,51.56308234,-0.00595279
GB-LCL-A0982,[GB-LCL-A0982] Newham: Opposite 3 Clifford Road / ACE0493450 / E16 4JW,Alfen 22kW,Believ (EV),E16 4JW,Newham,51.52096014,0.01026252
GB-LCL-A0987,[GB-LCL-A0987] Newham: Flank of 1 Liverpool Road / ACE0493405,,Believ (EV),E16 4RB,Newham,51.51737918,0.00755631
GB-LCL-A0988,[GB-LCL-A0988] Newham: 33 Market Street / ACE0493377 / E6 2RA,Alfen 22kW,Believ (EV),E6 2RA,Newham,51.530878,0.057522
GB-LCL-A0989,[GB-LCL-A0989] Newham: 1 Harcourt Avenue / ACE0493434 / E12 6DF,"Alfen 22kW
",Believ (EV),E12 6DF,Newham,51.548598,0.05754
GB-LCL-A0990,[GB-LCL-A0990] Newham: Opposite 51 Washington Avenue / ACE0493383 / E12 5JE,Alfen 22kW,Believ (EV),E12 5JE,Newham,51.55423564,0.05459208
GB-LCL-A0991,[GB-LCL-A0991] Newham: Opposite 7-11 Sheridan Road / ACE0493297 / E12 6QT,Alfen 22kW,Believ (EV),E12 6QT,Newham,51.54691392,0.05262693
GB-LCL-A0992,[GB-LCL-A0992] Newham: 33 Sandringham Road / ACE0493400 / E7 8ED,Alfen 22kW,Believ (EV),E7 8ED,Newham,51.546867,0.035909
GB-LCL-A0993,[GB-LCL-A0993] Northampton: 55 Semilong Rd / ACE0166149 / NN2 6BU,Alfen 22kW,Believ (EV),NN2 6BU,Northampton,52.247624,-0.900267
GB-LCL-A0994,[GB-LCL-A0994] Waltham Forest: Merton Road / ACE0493283 / E17 9BY,Alfen 22kW,Believ (EV),E17 9BY,Waltham Forest,51.579133,-0.009689
GB-LCL-A0995,[GB-LCL-A0995] Waltham Forest: Merton Road / ACE0493278 / E17 9BY,Alfen 22kW,Believ (EV),E17 9BY,Waltham Forest,51.579133,-0.009689
GB-LCL-A0997,[GB-LCL-A0997] Waltham Forest: Essex Road / ACE0493192 / E17 8AN,Alfen 22kW,Believ (EV),E17 8AN,Waltham Forest,51.577393,-0.036739
GB-LCL-A0998,[GB-LCL-A0998] Waltham Forest: Rosendene Terrace / ACE0493270 / E10 5UF,Alfen 22kW,Believ (EV),E10 5UF,Waltham Forest,51.562442,-0.013199
GB-LCL-A0999,[GB-LCL-A0999] Waltham Forest: Rosendene Terrace / ACE0493445,Alfen 22kW,Believ (EV),E10 5UF,Waltham Forest,51.562442,-0.013199
GB-LCL-A1000,[GB-LCL-A1000] Waltham Forest: Old Church Road / ACE0493441 / E4 8BU,Alfen 22kW,Believ (EV),E4 8BU,Waltham Forest,51.620191,-0.017169
GB-LCL-A1001,[GB-LCL-A1001] Waltham Forest: Old Church Road / ACE0493401 / E4 8BU,Alfen 22kW,Believ (EV),E4 8BU,Waltham Forest,51.620191,-0.017169
GB-LCL-A1002,[GB-LCL-A1002] Beaumont Road,Alfen 22kW,Believ (EV),E13 8QG,Newham,51.525769,0.030985
GB-LCL-A1002,[GB-LCL-A1002] Newham: Beaumont Road,Alfen 22kW,Believ (EV),E13 8QG,Newham,51.525769,0.030985
GB-LCL-A1002,[GB-LCL-A1002] Newham: Beaumont Road / ACE0493288 / 1,Alfen 22kW,Believ (EV),E13 8QG,Newham,51.525769,0.030985
GB-LCL-A1003,[GB-LCL-A1003] Newham: Opposite 43 Helena Road / ACE0493408 / E13 0DT,Alfen 22kW,Believ (EV),E13 0DT,Newham,51.52927075,0.01633058
GB-LCL-A1004,[GB-LCL-A1004] Newham: Opposite 321 Upton Lane / ACE0493286 / E7 9PT,,Believ (EV),E7 9PT,Newham,51.539071,0.022755
GB-LCL-A1005,[GB-LCL-A1005] Ealing: Carr Road,Alfen 22kW,Believ (EV),UB5 4RH,Ealing,51.551,-0.35
GB-LCL-A1007,[GB-LCL-A1007] Newham: 41 Donald Road / ACE0241514 / E13 0QF,Alfen 22kW,Believ (EV),E13 0QF,Newham,51.534431,0.028308
GB-LCL-A1009,[GB-LCL-A1009] Newham: Opposite 48 Mayfield Road / ACE0166112 / E13 8EJ,Alfen 22kW,Believ (EV),E13 8EJ,Newham,51.51996911,0.01311726
GB-LCL-A1010,[GB-LCL-A1010] 74 Tollgate Road,Alfen 22kW,Believ (EV),E16 3LA,Newham,51.516859,0.036549
GB-LCL-A1012,[GB-LCL-A1012] Newham: Opposite 23 Church Street / ACE0493435 / E15 3JY,Alfen 22kW,Believ (EV),E15 3JY,Newham,51.536121,0.0097
GB-LCL-A1013,[GB-LCL-A1013] Newham: Opposite 71-73 East ave / ACE0166153 / E12 6SG,Alfen 22kW,Believ (EV),E12 6SG,Newham,51.540667,0.054586
GB-LCL-A1014,[GB-LCL-A1014] Newham: Opposite 351-353 Halley Road / ACE0241548 / E12 6UB,Alfen 22kW,Believ (EV),E12 6UB,Newham,51.546275,0.046877
GB-LCL-A1015,[GB-LCL-A1015] Newham: 80 Mountfield Road / ACE0241545 / E6 6BJ,Alfen 22kW,Believ (EV),E6 6BJ,Newham,51.528445,0.060286
GB-LCL-A1016,[GB-LCL-A1016] Newham: Opposite 3 Inniskilling Road / ACE0241523 / E13 9LD,Alfen 22kW,Believ (EV),E13 9LD,Newham,51.529602,0.035612
GB-LCL-A1017,[GB-LCL-A1017] Clova Road Flank  / side of 11 Norwich Road,Alfen 22kW,Believ (EV),E7 9AQ,Newham,51.546597,0.019143
GB-LCL-A1017,[GB-LCL-A1017] Newham: Clova Road  / Flank side of 11 Norwich Road / ACE0493251,Alfen 22kW,Believ (EV),E7 9AQ,Newham,51.546597,0.019143
GB-LCL-A1017,[GB-LCL-A1017] Newham: Clova Road Flank / side of 11 Norwich Road,Alfen 22kW,Believ (EV),E7 9AQ,Newham,51.546597,0.019143
GB-LCL-A1018,[GB-LCL-A1018] Barrett Road,Alfen 22kW,Believ (EV),E17 3NZ,Waltham Forest,51.585758,-0.00204
GB-LCL-A1018,[GB-LCL-A1018] Waltham Forest: Barrett Road,Alfen 22kW,Believ (EV),E17 3NZ,Waltham Forest,51.585758,-0.00204
GB-LCL-A1018,[GB-LCL-A1018] Waltham Forest: Barrett Road / ACE0493275 / E17 3NZ,Alfen 22kW,Believ (EV),E17 3NZ,Waltham Forest,51.585758,-0.00204
GB-LCL-A1019,[GB-LCL-A1019] Cleveland Park Crescent,Alfen 22kW,Believ (EV),E17 7BP,Waltham Forest,51.586125,-0.021619
GB-LCL-A1019,[GB-LCL-A1019] Waltham Forest: Cleveland Park Crescent,Alfen 22kW,Believ (EV),E17 7BP,Waltham Forest,51.586125,-0.021619
GB-LCL-A1019,[GB-LCL-A1019] Waltham Forest: Cleveland Park Crescent / ACE0493282 / E17 7BP,Alfen 22kW,Believ (EV),E17 7BP,Waltham Forest,51.586125,-0.021619
GB-LCL-A1021,[GB-LCL-A1021] Waltham Forest: Downsell Road / ACE0493366 / E15 2BS,Alfen 22kW,Believ (EV),E15 2BS,Waltham Forest,51.553798,0.000567
GB-LCL-A1022,[GB-LCL-A1022] Waltham Forest: Downsell Road / ACE0493359 / E15 2BS,Alfen 22kW,Believ (EV),E15 2BS,Waltham Forest,51.553798,0.000567
GB-LCL-A1023,[GB-LCL-A1023] Capworth Street,Alfen 22kW,Believ (EV),E10 5AN,Waltham Forest,51.57186823,-0.01356496
GB-LCL-A1023,[GB-LCL-A1023] Waltham Forest: Capworth Street,Alfen 22kW,Believ (EV),E10 5AN,Waltham Forest,51.57186823,-0.01356496
GB-LCL-A1023,[GB-LCL-A1023] Waltham Forest: Capworth Street / ACE0493353 / E10 5AN,Alfen 22kW,Believ (EV),E10 5AN,Waltham Forest,51.57186823,-0.01356496
GB-LCL-A1024,[GB-LCL-A1024] Capworth Street,Alfen 22kW,Believ (EV),E10 5AN,Waltham Forest,51.57186823,-0.01356496
GB-LCL-A1024,[GB-LCL-A1024] Waltham Forest: Capworth Street,Alfen 22kW,Believ (EV),E10 5AN,Waltham Forest,51.57186823,-0.01356496
GB-LCL-A1024,[GB-LCL-A1024] Waltham Forest: Capworth Street / ACE0493350 / E10 5AN,Alfen 22kW,Believ (EV),E10 5AN,Waltham Forest,51.57186823,-0.01356496
GB-LCL-A1025,[GB-LCL-A1025] Waltham Forest: Edinburgh Road / ACE0493374 / E17 7QJ,Alfen 22kW,Believ (EV),E17 7QJ,Waltham Forest,51.581254,-0.023624
GB-LCL-A1026,[GB-LCL-A1026] Waltham Forest: Edinburgh Road / ACE0493443 / E17 7QJ,Alfen 22kW,Believ (EV),E17 7QJ,Waltham Forest,51.581254,-0.023624
GB-LCL-A1027,[GB-LCL-A1027] Newham: Flank of 52 Clacton Road / ACE0493361 / E6 3EX,Alfen 22kW,Believ (EV),E6 3EX,Newham,51.52643734,0.0419298
GB-LCL-A1028,[GB-LCL-A1028] Newham: Halley Road / Flank of 471 Katherine Road / ACE0493367 / E7 8DP,Alfen 22kW,Believ (EV),E7 8DP,Newham,51.54468312,0.03640975
GB-LCL-A1029,[GB-LCL-A1029] Newham: Opposite 35 Shirley Street / ACE0493494 / E16 1HU,Alfen 22kW,Believ (EV),E16 1HU,Newham,51.512638,0.012275
GB-LCL-A1030,[GB-LCL-A1030] Alnwick Road Flank wall 101 Baxter Road,Alfen 22kW,Believ (EV),E16 3HT,Newham,51.511951,0.037133
GB-LCL-A1030,[GB-LCL-A1030] Newham: Alnwick Road Flank wall 101 Baxter Road,Alfen 22kW,Believ (EV),E16 3HT,Newham,51.511951,0.037133
GB-LCL-A1030,[GB-LCL-A1030] Newham: Alnwick Road Flank wall 101 Baxter Road / ACE0493356 / E16 3HT,Alfen 22kW,Believ (EV),E16 3HT,Newham,51.511951,0.037133
GB-LCL-A1031,[GB-LCL-A1031] Belgrave Road / side of 61 Kensington Gardens,Alfen 22kW,Believ (EV),IG1 3EN,Redbridge,51.565941,0.05537272
GB-LCL-A1031,[GB-LCL-A1031] Redbridge: Belgrave Road / side of 61 Kensington Gardens,Alfen 22kW,Believ (EV),IG1 3EN,Redbridge,51.565941,0.05537272
GB-LCL-A1031,[GB-LCL-A1031] Redbridge: Belgrave Road / Side of 61 Kensington Gardens / ACE0493354 / IG1 3EN,Alfen 22kW,Believ (EV),IG1 3EN,Redbridge,51.565941,0.05537272
GB-LCL-A1032,[GB-LCL-A1032] Aldborough Road South,Alfen 22kW,Believ (EV),IG3 8JL,Redbridge,51.5746773,0.0990483
GB-LCL-A1032,[GB-LCL-A1032] Redbridge: Aldborough Road South,Alfen 22kW,Believ (EV),IG3 8JL,Redbridge,51.5746773,0.0990483
GB-LCL-A1032,[GB-LCL-A1032] Redbridge: Aldborough Road South / ACE0493371 / IG3 8JL,Alfen 22kW,Believ (EV),IG3 8JL,Redbridge,51.5746773,0.0990483
GB-LCL-A1033,[GB-LCL-A1033] Wellingborough: Shelley Road / ACE0166158 / NN8 3DA,Alfen 22kW,Believ (EV),NN8 3DA,Wellingborough,52.303326,-0.727493
GB-LCL-A1034,[GB-LCL-A1034] Shelley Road,Alfen 22kW,Believ (EV),NN8 3DA,Northamptonshire North,52.303326,-0.727493
GB-LCL-A1035,[GB-LCL-A1035] Bath Road - NNC,Alfen 22kW,Believ (EV),NN16 8NL,Northamptonshire North,52.403765,-0.719576
GB-LCL-A1035,[GB-LCL-A1035] Kettering: Bath Road - NNC / ACE0241551 / NN16 8NL,Alfen 22kW,Believ (EV),NN16 8NL,Kettering,52.403765,-0.719576
GB-LCL-A1035,[GB-LCL-A1035] Northamptonshire North: Bath Road - NNC,Alfen 22kW,Believ (EV),NN16 8NL,Northamptonshire North,52.403765,-0.719576
GB-LCL-A1036,[GB-LCL-A1036] Ketering: Bath Road - NNC / ACE0189211 / NN16 8NL,Alfen 22kW,Believ (EV),NN16 8NL,Ketering,52.403765,-0.719576
GB-LCL-A1036,[GB-LCL-A1036] Northamptonshire North: Bath Road - NNC,Alfen 22kW,Believ (EV),NN16 8NL,Northamptonshire North,52.403765,-0.719576
GB-LCL-A1036,[GB-LCL-A1036] Northamptonshire North: Bath Road - NNC / ACE0189211 / NN16 8NL / Believ,Alfen 22kW,Believ (EV),NN16 8NL,Northamptonshire North,52.403765,-0.719576
GB-LCL-A1037,[GB-LCL-A1037] Corby: Campbell Road / ACE0241554 / NN17 1RP,Alfen 22kW,Believ (EV),NN17 1RP,Corby,52.486208,-0.696746
GB-LCL-A1037,[GB-LCL-A1037] Northamptonshire North: Campbell Road,Alfen 22kW,Believ (EV),NN17 1RP,Northamptonshire North,52.486208,-0.696746
GB-LCL-A1037,[GB-LCL-A1037] Northamptonshire North: Campbell Road / Believ,Alfen 22kW,Believ (EV),NN17 1RP,Northamptonshire North,52.486208,-0.696746
GB-LCL-A1038,[GB-LCL-A1038] Campbell Road,Alfen 22kW,Believ (EV),NN17 1RP,Northamptonshire North,52.486208,-0.696746
GB-LCL-A1038,[GB-LCL-A1038] Corby: Campbell Road / ACE0241527 / NN17 1RP,Alfen 22kW,Believ (EV),NN17 1RP,Corby,52.486208,-0.696746
GB-LCL-A1038,[GB-LCL-A1038] Northamptonshire North: Campbell Road,Alfen 22kW,Believ (EV),NN17 1RP,Northamptonshire North,52.486208,-0.696746
GB-LCL-A1039,[GB-LCL-A1039] Corby: Hove Street / ACE0261244 / NN18 0JB,Alfen 22kW,Believ (EV),NN18 0JB,Corby,52.482859,-0.723091
GB-LCL-A1040,[GB-LCL-A1040] Corby: Hove Street / ACE0241549,Alfen 22kW,Believ (EV),NN18 0JB,Corby,52.482859,-0.723091
GB-LCL-A1041,[GB-LCL-A1041] Waltham Forest: Handsworth Avenue / ACE0493396 / E4 9PB,Alfen 22kW,Believ (EV),E4 9PB,Waltham Forest,51.610107,0.005971
GB-LCL-A1042,[GB-LCL-A1042] Waltham Forest: Handsworth Avenue / ACE0493391 / E4 9PB,Alfen 22kW,Believ (EV),E4 9PB,Waltham Forest,51.610107,0.005971
GB-LCL-A1043,[GB-LCL-A1043] Waltham Forest: Warren Avenue / ACE0493389 / E11 4EG,Alfen 22kW,Believ (EV),E11 4EG,Waltham Forest,51.55957086,-0.00299045
GB-LCL-A1045,[GB-LCL-A1045] Newham: 48 High Street / ACE0493358 / E13 0AJ,Alfen 22kW,Believ (EV),E13 0AJ,Newham,51.530083,0.022382
GB-LCL-A1046,[GB-LCL-A1046] Ealing: Woodfield Crescent / ACE0493442 / W5 1PA,,Believ (EV),W5 1PA,Ealing,51.5258032,-0.30799771
GB-LCL-A1048,[GB-LCL-A1048] Newham: Flank wall of 17 Grimsby Grove / ACE0493397 / E16 2RT,Alfen 22kW,Believ (EV),E16 2RT,Newham,51.500908,0.071294
GB-LCL-A1049,[GB-LCL-A1049] Hawthorn Road / Kettering,Alfen 22kW,Believ (EV),NN15 7HU,Northamptonshire North,52.39113291,-0.7272646
GB-LCL-A1050,[GB-LCL-A1050] Hawthorn Road / Kettering,Alfen 22kW,Believ (EV),NN15 7HU,Northamptonshire North,52.39113291,-0.7272646
GB-LCL-A1051,[GB-LCL-A1051] Carlyle Road,Alfen 22kW,Believ (EV),W5 4BL,Ealing,51.49298686,-0.31267545
GB-LCL-A1051,[GB-LCL-A1051] Ealing: Carlyle Road,Alfen 22kW,Believ (EV),W5 4BL,Ealing,51.49298686,-0.31267545
GB-LCL-A1051,[GB-LCL-A1051] Ealing: Carlyle Road / ACE0422655 / W5 4BL,Alfen 22kW,Believ (EV),W5 4BL,Ealing,51.49298686,-0.31267545
GB-LCL-A1052,[GB-LCL-A1052] Carlyle Road,Alfen 22kW,Believ (EV),W5 4BL,Ealing,51.49298686,-0.31267545
GB-LCL-A1052,[GB-LCL-A1052] Ealing: Carlyle Road,Alfen 22kW,Believ (EV),W5 4BL,Ealing,51.49298686,-0.31267545
GB-LCL-A1052,[GB-LCL-A1052] Ealing: Carlyle Road / ACE0493240 / W5 4BL,Alfen 22kW,Believ (EV),W5 4BL,Ealing,51.49298686,-0.31267545
GB-LCL-A1053,[GB-LCL-A1053] Beach Road Car Park,Alfen 22kW,Believ (EV),PO13 9FR,Gosport,50.79981,-1.20164
GB-LCL-A1053,[GB-LCL-A1053] Beach Road Car Park,Alfen 22kW,Believ (EV),PO13 9FR,Gosport,50.79981,-1.20164
GB-LCL-A1053,[GB-LCL-A1053] Gosport: Beach Road Car Park,Alfen 22kW,Believ (EV),PO13 9FR,Gosport,50.79981,-1.20164
GB-LCL-A1054,[GB-LCL-A1054] Beach Road Car Park,Alfen 22kW,Believ (EV),PO13 9FR,Gosport,50.79981,-1.20164
GB-LCL-A1054,[GB-LCL-A1054] Gosport: Beach Road Car Park,Alfen 22kW,Believ (EV),PO13 9FR,Gosport,50.79981,-1.20164
GB-LCL-A1054,[GB-LCL-A1054] Gosport: Beach Road Car Park / ACE0493317 / PO13 9FR,Alfen 22kW,Believ (EV),PO13 9FR,Gosport,50.79981,-1.20164
GB-LCL-A1055,[GB-LCL-A1055] Gosport: Green Lane Car Park / ACE0493331 / PO12 4FJ,Alfen 22kW,Believ (EV),PO12 4FJ,Gosport,50.810795,-1.135261
GB-LCL-A1056,[GB-LCL-A1056] Ealing: Edelberry Road / ACE0493334 / W5 4AN,Alfen 22kW,Believ (EV),W5 4AN,Ealing,51.50301,-0.29798
GB-LCL-A1057,[GB-LCL-A1057] Ealing: Edelberry Road / ACE0493200 / W5 4AN,Alfen 22kW,Believ (EV),W5 4AN,Ealing,51.50301,-0.29798
GB-LCL-A1058,[GB-LCL-A1058] Ealing: Scotch Common / ACE0422657 / W5 1LS,Alfen 22kW,Believ (EV),W5 1LS,Ealing,51.52488,-0.32141
GB-LCL-A1059,[GB-LCL-A1059] Ealing: Scotch Common / ACE0493203 / W5 1LS,Alfen 22kW,Believ (EV),W5 1LS,Ealing,51.52488,-0.32141
GB-LCL-A1062,[GB-LCL-A1062] Barlow Road,Alfen 22kW,Believ (EV),W3 9LJ,Ealing,51.509341,-0.27469
GB-LCL-A1062,[GB-LCL-A1062] Ealing: Barlow Road,Alfen 22kW,Believ (EV),W3 9LJ,Ealing,51.509341,-0.27469
GB-LCL-A1062,[GB-LCL-A1062] Ealing: Barlow Road / ACE0493207 / W3 9LJ,Alfen 22kW,Believ (EV),W3 9LJ,Ealing,51.509341,-0.27469
