Site Ref,Site Name,Description,Customer,Postcode,Town,Latitude,Longitude
GB-LCL-A1063,[GB-LCL-A1063] Barlow Road,Alfen 22kW,Believ (EV),W3 9LJ,Ealing,51.509341,-0.27469
GB-LCL-A1063,[GB-LCL-A1063] Ealing: Barlow Road,Alfen 22kW,Believ (EV),W3 9LJ,Ealing,51.509341,-0.27469
GB-LCL-A1063,[GB-LCL-A1063] Ealing: Barlow Road / ACE0493481 / W3 9LJ,Alfen 22kW,Believ (EV),W3 9LJ,Ealing,51.509341,-0.27469
GB-LCL-A1064,[GB-LCL-A1064] Ealing: 170-174 Horn Lane / ACE0493313 / W3 6PJ,Alfen 22kW,Believ (EV),W3 6PJ,Ealing,51.515202,-0.268458
GB-LCL-A1065,[GB-LCL-A1065] Ealing: 170-174 Horn Lane / ACE0493319 / W3 6PJ,Alfen 22kW,Believ (EV),W3 6PJ,Ealing,51.515202,-0.268458
GB-LCL-A1071,[GB-LCL-A1071] Ealing: King Edwards Gardens,Alfen 22kW,Believ (EV),W3 9RF,Ealing,51.50849449,-0.28229445
GB-LCL-A1074,[GB-LCL-A1074] Ealing: 2 Sandall Close / ACE0493201 / W5 1JE,Alfen 22kW,Believ (EV),W5 1JE,Ealing,51.528109,-0.295621
GB-LCL-A1075,[GB-LCL-A1075] Ealing: Kingsbridge Avenue / ACE0493332 / W3 9AJ,Alfen 22kW,Believ (EV),W3 9AJ,Ealing,51.50496199,-0.28935552
GB-LCL-A1076,[GB-LCL-A1076] Ealing: Kingsbridge Avenue / ACE0422386 / W3 9AJ,Alfen 22kW,Believ (EV),W3 9AJ,Ealing,51.50496199,-0.28935552
GB-LCL-A1077,[GB-LCL-A1077] Ealing: Grasmere Avenue / ACE0493322 / W3 6JR,Alfen 22kW,Believ (EV),W3 6JR,Ealing,51.51469538,-0.26306198
GB-LCL-A1078,[GB-LCL-A1078] Ealing: Grasmere Avenue / ACE0493324 / W3 6JR,Alfen 22kW,Believ (EV),W3 6JR,Ealing,51.51469538,-0.26306198
GB-LCL-A1082,[GB-LCL-A1082] Ealing: Carr Road,Alfen 22kW,Believ (EV),UB5 4RH,Ealing,51.551,-0.35
GB-LCL-A1083,[GB-LCL-A1083] Reglan Way,Alfen 22kW,Believ (EV),UB5 4SL,Ealing,51.54977,-0.35276
GB-LCL-A1085,[GB-LCL-A1085] Adrienne Avenue,Alfen 22kW,Believ (EV),UB1 2QW,Ealing,51.53251,-0.37355
GB-LCL-A1086,[GB-LCL-A1086] Ealing: Adrienne Avenue / ACE0493323 / UB1 2QW,Alfen 22kW,Believ (EV),UB1 2QW,Ealing,51.53251,-0.37355
GB-LCL-A1087,[GB-LCL-A1087] Ealing: Mayfield Gardens / ACE0493343 / W7 3AD,Alfen 22kW,Believ (EV),W7 3AD,Ealing,51.52111,-0.33995
GB-LCL-A1088,[GB-LCL-A1088] Mayfield Gardens,Alfen 22kW,Believ (EV),W7 3AD,Ealing,51.52111,-0.33995
GB-LCL-A1089,[GB-LCL-A1089] Highland Avenue,Alfen 22kW,Believ (EV),W7 3AB,Ealing,51.52038,-0.33943
GB-LCL-A1090,[GB-LCL-A1090] Ealing: Highland Avenue / ACE0189171,Alfen 22kW,Believ (EV),W7 3AB,Ealing,51.52038,-0.33943
GB-LCL-A1091,[GB-LCL-A1091] Waltham Forest: Borthwick Road,Alfen 22kW,Believ (EV),E15 1UD,Waltham Forest,51.551878,0.006077
GB-LCL-A1091,[GB-LCL-A1091] Waltham Forest: Borthwick Road / ACE0422646 / E15 1UD,Alfen 22kW,Believ (EV),E15 1UD,Waltham Forest,51.551878,0.006077
GB-LCL-A1092,[GB-LCL-A1092] Ealing: Leonard Road / ACE0493209 / UB2 5HZ,Alfen 22kW,Believ (EV),UB2 5HZ,Ealing,51.49874,-0.38918
GB-LCL-A1093,[GB-LCL-A1093] Ealing: Leonard Road / ACE0493249 / UB2 5HZ,Alfen 22kW,Believ (EV),UB2 5HZ,Ealing,51.49874,-0.38918
GB-LCL-A1094,[GB-LCL-A1094] Broadmead Road,Alfen 22kW,Believ (EV),UB5 6FX,Ealing,51.53097,-0.37961
GB-LCL-A1094,[GB-LCL-A1094] Ealing: Broadmead Road,Alfen 22kW,Believ (EV),UB5 6FX,Ealing,51.53097,-0.37961
GB-LCL-A1094,[GB-LCL-A1094] Ealing: Broadmead Road / ACE0493245 / UB5 6FX,Alfen 22kW,Believ (EV),UB5 6FX,Ealing,51.53097,-0.37961
GB-LCL-A1095,[GB-LCL-A1095] Ealing: Broadmead Road,Alfen 22kW,Believ (EV),UB5 6FX,Ealing,51.53097,-0.37961
GB-LCL-A1095,[GB-LCL-A1095] Ealing: Broadmead Road / ACE0493246 / UB5 6FX,Alfen 22kW,Believ (EV),UB5 6FX,Ealing,51.53097,-0.37961
GB-LCL-A1095,[GB-LCL-A1095] Ealing: Broadmead Road / Believ,Alfen 22kW,Believ (EV),UB5 6FX,Ealing,51.53097,-0.37961
GB-LCL-A1096,[GB-LCL-A1096] Ealing: 3 Montpelier Road / ACE0493247 / W5 2QS,Alfen 22kW,Believ (EV),W5 2QS,Ealing,51.522564,-0.304644
GB-LCL-A1097,[GB-LCL-A1097] Ealing: 3 Montpelier Rd / ACE0493244 / W5 2QS,Alfen 22kW,Believ (EV),W5 2QS,Ealing,51.522564,-0.304644
GB-LCL-A1098,[GB-LCL-A1098] Ealing: Rose Gardens / ACE0493221 / W5 4JU,Alfen 22kW,Believ (EV),W5 4JU,Ealing,51.49929721,-0.30169378
GB-LCL-A1099,[GB-LCL-A1099] Ealing: Rose Gardens / ACE0493214 / W5 4JU,Alfen 22kW,Believ (EV),W5 4JU,Ealing,51.49929721,-0.30169378
GB-LCL-A1100,[GB-LCL-A1100] Ealing: 9 Lynwood Rd / ACE0422653 / W5 1JQ,Alfen 22kW,Believ (EV),W5 1JQ,Ealing,51.52959,-0.300041
GB-LCL-A1101,[GB-LCL-A1101] Ealing: 72-74 Ainsdale Rd / ACE0422600 / W5 1LA,Alfen 22kW,Believ (EV),W5 1LA,Ealing,51.52619,-0.300284
GB-LCL-A1102,[GB-LCL-A1102] Ealing: 72-74 Ainsdale Road / ACE0493237 / W5 1LA,Alfen 22kW,Believ (EV),W5 1LA,Ealing,51.52619,-0.300284
GB-LCL-A1104,[GB-LCL-A1104] Launceston Road,Alfen 22kW,Believ (EV),UB6 7EX,Ealing,51.54005752,-0.3138288
GB-LCL-A1105,[GB-LCL-A1105] Launceston Road,Alfen 22kW,Believ (EV),UB6 7EX,Ealing,51.54005752,-0.3138288
GB-LCL-A1106,[GB-LCL-A1106] Sherwood Close,Alfen 22kW,Believ (EV),W13 9YJ,Ealing,51.50889033,-0.31945072
GB-LCL-A1107,[GB-LCL-A1107] Sherwood Close,Alfen 22kW,Believ (EV),W13 9YJ,Ealing,51.50889033,-0.31945072
GB-LCL-A1108,[GB-LCL-A1108] Sherwood Close,Alfen 22kW,Believ (EV),W13 9YJ,Ealing,51.50889033,-0.31945072
GB-LCL-A1109,[GB-LCL-A1109] Sherwood Close,Alfen 22kW,Believ (EV),W13 9YJ,Ealing,51.50889033,-0.31945072
GB-LCL-A1110,[GB-LCL-A1110] Ealing: Parkfield Road / ACE0493362 / UB5 5NR,Alfen 22kW,Believ (EV),UB5 5NR,Ealing,51.53837,-0.38513
GB-LCL-A1111,[GB-LCL-A1111] Ealing: Down Way / ACE0493364 / UB5 6NW,Alfen 22kW,Believ (EV),UB5 6NW,Ealing,51.53489,-0.40353
GB-LCL-A1113,[GB-LCL-A1113] Cleveland Road,Alfen 22kW,Believ (EV),W13 0DG,Ealing,51.52121,-0.32646
GB-LCL-A1113,[GB-LCL-A1113] Ealing: Cleveland Road,Alfen 22kW,Believ (EV),W13 0DG,Ealing,51.52121,-0.32646
GB-LCL-A1113,[GB-LCL-A1113] Ealing: Cleveland Road / ACE0493372 / W13 0DG,Alfen 22kW,Believ (EV),W13 0DG,Ealing,51.52121,-0.32646
GB-LCL-A1114,[GB-LCL-A1114] Cleveland Road,Alfen 22kW,Believ (EV),W13 0DG,Ealing,51.52121,-0.32646
GB-LCL-A1114,[GB-LCL-A1114] Ealing: Cleveland Road,Alfen 22kW,Believ (EV),W13 0DG,Ealing,51.52121,-0.32646
GB-LCL-A1114,[GB-LCL-A1114] Ealing: Cleveland Road / ACE0493390 / W13 0DG,Alfen 22kW,Believ (EV),W13 0DG,Ealing,51.52121,-0.32646
GB-LCL-A1115,[GB-LCL-A1115] Ealing: Fraser Road / ACE0493386 / UB6 7AJ,Alfen 22kW,Believ (EV),UB6 7AJ,Ealing,51.539252,-0.315135
GB-LCL-A1116,[GB-LCL-A1116] Ealing: Fraser Road / ACE0493399 / UB6 7AJ,Alfen 22kW,Believ (EV),UB6 7AJ,Ealing,51.539252,-0.315135
GB-LCL-A1117,[GB-LCL-A1117] Ealing: Parkfield Road / ACE0493355 / UB5 5NR,Alfen 22kW,Believ (EV),UB5 5NR,Ealing,51.53837,-0.38513
GB-LCL-A1118,[GB-LCL-A1118] Ealing: Derley Road / ACE0493394,Alfen 22kW,Believ (EV),UB2 5LA,Ealing,51.49973,-0.3991
GB-LCL-A1119,[GB-LCL-A1119] Ealing: Derley Road / ACE0493385 / UB2 5LA,Alfen 22kW,Believ (EV),UB2 5LA,Ealing,51.49973,-0.3991
GB-LCL-A1120,[GB-LCL-A1120] Ealing: Marlborough Road / ACE0493388 / UB2 5LR,Alfen 22kW,Believ (EV),UB2 5LR,Ealing,51.50108,-0.39446
GB-LCL-A1121,[GB-LCL-A1121] Ealing: Lawrence Road / 194 S. Ealing Road / ACE0493357 / W5 4RJ,Alfen 22kW,Believ (EV),W5 4RJ,Ealing,51.496981,-0.305795
GB-LCL-A1122,[GB-LCL-A1122] Ealing: Lawrence Road / 194 S. Ealing Road / ACE0422675 / W5 4RJ,Alfen 22kW,Believ (EV),W5 4RJ,Ealing,51.496981,-0.305795
GB-LCL-A1123,[GB-LCL-A1123] Ealing: 206-196 St Albans Avenue  / ACE0493236 / W4 5LA,Alfen 22kW,Believ (EV),W4 5LA,Ealing,51.502275,-0.262013
GB-LCL-A1124,[GB-LCL-A1124] Ealing: 206-196 St Albans Avenue / ACE0493380 / W4 5LA,Alfen 22kW,Believ (EV),W4 5LA,Ealing,51.502275,-0.262013
GB-LCL-A1125,[GB-LCL-A1125] Victoria Street,Alfen 22kW,Believ (EV),NN14 2LX,Northamptonshire North,52.441128,-0.819897
GB-LCL-A1126,[GB-LCL-A1126] Victoria Street,Alfen 22kW,Believ (EV),NN14 2LX,Northamptonshire North,52.441128,-0.819897
GB-LCL-A1127,[GB-LCL-A1127] Rushdon: Queensway / ACE0422445 / NN10 8BU,Alfen 22kW,Believ (EV),NN10 8BU,Rushdon,52.3046,-0.594081
GB-LCL-A1128,[GB-LCL-A1128] Rushden : Queensway / ACE0422437 / NN10 8BU,Alfen 22kW,Believ (EV),NN10 8BU,Rushden ,52.3046,-0.594081
GB-LCL-A1129,[GB-LCL-A1129] Wood Street,Alfen 22kW,Believ (EV),NN10 8DJ,Northamptonshire North,52.3057467,-0.5926961
GB-LCL-A1130,[GB-LCL-A1130] Wood Street,Alfen 22kW,Believ (EV),NN10 8DJ,Northamptonshire North,52.3057467,-0.5926961
GB-LCL-A1131,[GB-LCL-A1131] Midland Road / Higham Ferrers,Alfen 22kW,Believ (EV),NN10 8BT,Northamptonshire North,52.309214,-0.590275
GB-LCL-A1132,[GB-LCL-A1132] Midland Road / Higham Ferrers,Alfen 22kW,Believ (EV),NN10 8BT,Northamptonshire North,52.309214,-0.590275
GB-LCL-A1133,[GB-LCL-A1133] Corby: Telfords Lane / ACE0422447 / NN17 1BY,Alfen 22kW,Believ (EV),NN17 1BY,Corby,52.497182,-0.687833
GB-LCL-A1134,[GB-LCL-A1134] Telfords Lane,Alfen 22kW,Believ (EV),NN17 1BY,Northamptonshire North,52.497182,-0.687833
GB-LCL-A1135,[GB-LCL-A1135] Cecil Drive,Alfen 22kW,Believ (EV),NN18 8BB,Northamptonshire North,52.480178,-0.696328
GB-LCL-A1135,[GB-LCL-A1135] Cecil Drive,Alfen 22kW,Believ (EV),NN18 8BB,Northamptonshire North,52.480178,-0.696328
GB-LCL-A1135,[GB-LCL-A1135] Northamptonshire North: Cecil Drive,Alfen 22kW,Believ (EV),NN18 8BB,Northamptonshire North,52.480178,-0.696328
GB-LCL-A1136,[GB-LCL-A1136] Cecil Drive,Alfen 22kW,Believ (EV),NN18 8BB,Northamptonshire North,52.480178,-0.696328
GB-LCL-A1136,[GB-LCL-A1136] Cecil Drive,Alfen 22kW,Believ (EV),NN18 8BB,Northamptonshire North,52.480178,-0.696328
GB-LCL-A1136,[GB-LCL-A1136] Northamptonshire North: Cecil Drive,Alfen 22kW,Believ (EV),NN18 8BB,Northamptonshire North,52.480178,-0.696328
GB-LCL-A1137,[GB-LCL-A1137] Station Road / Kettering,Alfen 22kW,Believ (EV),NN15 7AW,Northamptonshire North,52.395052,-0.729434
GB-LCL-A1138,[GB-LCL-A1138] Pytchley Road,Alfen 22kW,Believ (EV),NN15 6JA,Northamptonshire North,52.380898,-0.718499
GB-LCL-A1139,[GB-LCL-A1139] Pytchley Road,Alfen 22kW,Believ (EV),NN15 6JA,Northamptonshire North,52.380898,-0.718499
GB-LCL-A1143,[GB-LCL-A1143] Linden Avenue / Kettering,Alfen 22kW,Believ (EV),NN16 0EP,Northamptonshire North,52.39964408,-0.71573476
GB-LCL-A1144,[GB-LCL-A1144] Irthlingborough Road / Wellingborough,Alfen 22kW,Believ (EV),NN8 1NU,Northamptonshire North,52.298225,-0.677821
GB-LCL-A1145,[GB-LCL-A1145] Wellingborough: Irthlingborough Road / ACE0422439,Alfen 22kW,Believ (EV),NN8 1NU,Wellingborough,52.298225,-0.677821
GB-LCL-A1146,[GB-LCL-A1146] Doddington Road / Wellingborough,Alfen 22kW,Believ (EV),NN8 2JG,Northamptonshire North,52.298601,-0.692488
GB-LCL-A1147,[GB-LCL-A1147] York Road,Alfen 22kW,Believ (EV),NN16 0DB,Northamptonshire North,52.398558,-0.72306
GB-LCL-A1148,[GB-LCL-A1148] Clifford Road,Alfen 22kW,Believ (EV),E17 4SX,Waltham Forest,51.59321,-0.005701
GB-LCL-A1148,[GB-LCL-A1148] Waltham Forest: Clifford Road,Alfen 22kW,Believ (EV),E17 4SX,Waltham Forest,51.59321,-0.005701
GB-LCL-A1148,[GB-LCL-A1148] Waltham Forest: Clifford Road / ACE0493352 / E17 4SX,Alfen 22kW,Believ (EV),E17 4SX,Waltham Forest,51.59321,-0.005701
GB-LCL-A1149,[GB-LCL-A1149] Clifford Road,Alfen 22kW,Believ (EV),E17 4SX,Waltham Forest,51.59321,-0.005701
GB-LCL-A1149,[GB-LCL-A1149] Waltham Forest: Clifford Road,Alfen 22kW,Believ (EV),E17 4SX,Waltham Forest,51.59321,-0.005701
GB-LCL-A1149,[GB-LCL-A1149] Waltham Forest: Clifford Road / ACE0493398 / E17 4SX,Alfen 22kW,Believ (EV),E17 4SX,Waltham Forest,51.59321,-0.005701
GB-LCL-A1150,[GB-LCL-A1150] Waltham Forest: Wellington Avenue / ACE0493309 / E4 6RE,Alfen 22kW,Believ (EV),E4 6RE,Waltham Forest,51.624342,-0.016136
GB-LCL-A1151,[GB-LCL-A1151] Waltham Forest: Queenswood Avenue / ACE0493302 / E17 4EH,Alfen 22kW,Believ (EV),E17 4EH,Waltham Forest,51.596758,-0.006317
GB-LCL-A1152,[GB-LCL-A1152] Waltham Forest: Fernhill Court / ACE0493306 / E17 3RP,Alfen 22kW,Believ (EV),E17 3RP,Waltham Forest,51.592371,0.002494
GB-LCL-A1153,[GB-LCL-A1153] Hall Road,Alfen 22kW,Believ (EV),E15 2DL,Waltham Forest,51.553568,0.001814
GB-LCL-A1154,[GB-LCL-A1154] Waltham Forest: Hall Road / ACE0493312 / E15 2DL,Alfen 22kW,Believ (EV),E15 2DL,Waltham Forest,51.553568,0.001814
GB-LCL-A1156,[GB-LCL-A1156] Mount Pleasant Road,Alfen 22kW,Believ (EV),E17 5RU,Waltham Forest,51.59611,-0.032514
GB-LCL-A1157,[GB-LCL-A1157] Waltham Forest: Mount Pleasant Road / ACE0493307,Alfen 22kW,Believ (EV),E17 5RU,Waltham Forest,51.59611,-0.032514
GB-LCL-A1158,[GB-LCL-A1158] Waltham Forest: Flempton Road / E10 7NH / E10 7NH,Alfen 22kW,Believ (EV),E10 7NH,Waltham Forest,51.568978,-0.031836
GB-LCL-A1159,[GB-LCL-A1159] Waltham Forest: Flempton Road / ACE0493308 / E10 7NH,Alfen 22kW,Believ (EV),E10 7NH,Waltham Forest,51.568978,-0.031836
GB-LCL-A1160,[GB-LCL-A1160] Croydon: 9 Beech Road / ACE0236406 / SW16 4NN,"Alfen 7kW
",Believ (EV),SW16 4NN,Croydon,51.404087,-0.124599
GB-LCL-A1162,[GB-LCL-A1162] Waltham Forest: Lower Hall Lane / ACE0422801 / E4 8JD,Alfen 22kW,Believ (EV),E4 8JD,Waltham Forest,51.615278,-0.030867
GB-LCL-A1163,[GB-LCL-A1163] Waltham Forest: Lower Hall Lane / ACE0422834 / E4 8JD,Alfen 22kW,Believ (EV),E4 8JD,Waltham Forest,51.615278,-0.030867
GB-LCL-A1164,[GB-LCL-A1164] Waltham Forest: Abbotts Park Road / ACE0493340 / E10 6HT,Alfen 22kW,Believ (EV),E10 6HT,Waltham Forest,51.571565,-0.007584
GB-LCL-A1165,[GB-LCL-A1165] Waltham Forest: Abbotts Park Road / ACE0422835 / E10 6HT,Alfen 22kW,Believ (EV),E10 6HT,Waltham Forest,51.571565,-0.007584
GB-LCL-A1166,[GB-LCL-A1166] Rushden: Midland Road / Rushden / ACE0189338 / NN10 9TP,Alfen 22kW,Believ (EV),NN10 9TP,Rushden,52.293283,-0.603501
GB-LCL-A1167,[GB-LCL-A1167] Rushden: Midland Road / ACE0189339 / NN10 9TP,Alfen 22kW,Believ (EV),NN10 9TP,Rushden,52.29331195,-0.60351112
GB-LCL-A1168,[GB-LCL-A1168] Rushden: Portland Road / ACE0189355 / NN10 0DQ,Alfen 22kW,Believ (EV),NN10 0DQ,Rushden,52.291456,-0.59545
GB-LCL-A1169,[GB-LCL-A1169] Rushden: Portland Road / ACE0261246 / NN10 0DQ,Alfen 22kW,Believ (EV),NN10 0DQ,Rushden,52.291456,-0.59545
GB-LCL-A1170,[GB-LCL-A1170] Doddington Road / Wellingborough,Alfen 22kW,Believ (EV),NN8 2JG,Northamptonshire North,52.298601,-0.692488
GB-LCL-A1171,[GB-LCL-A1171] Wellingborough: Hatton Avenue / ACE0422446 / NN8 5AP,Alfen 22kW,Believ (EV),NN8 5AP,Wellingborough,52.305194,-0.700132
GB-LCL-A1172,[GB-LCL-A1172] Wellingborough: Hatton Avenue / ACE0189321 / NN8 5AP,Alfen 22kW,Believ (EV),NN8 5AP,Wellingborough,52.305194,-0.700132
GB-LCL-A1173,[GB-LCL-A1173] Wellingborough: Northampton Road / ACE0189347,Alfen 22kW,Believ (EV),NN8 3HT,Wellingborough,52.299491,-0.705799
GB-LCL-A1174,[GB-LCL-A1174] Wellingborough: Northampton Road / ACE0189322 / NN8 3HT,Alfen 22kW,Believ (EV),NN8 3HT,Wellingborough,52.299491,-0.705799
GB-LCL-A1175,[GB-LCL-A1175] Broad Green,Alfen 22kW,Believ (EV),NN8 4LF,Northamptonshire North,52.303711,-0.698524
GB-LCL-A1175,[GB-LCL-A1175] Northamptonshire North: Broad Green,Alfen 22kW,Believ (EV),NN8 4LF,Northamptonshire North,52.303711,-0.698524
GB-LCL-A1175,[GB-LCL-A1175] Northamptonshire North: Broad Green / Believ,Alfen 22kW,Believ (EV),NN8 4LF,Northamptonshire North,52.303711,-0.698524
GB-LCL-A1176,[GB-LCL-A1176] Broad Green,Alfen 22kW,Believ (EV),NN8 4LF,Northamptonshire North,52.303711,-0.698524
GB-LCL-A1176,[GB-LCL-A1176] Broad Green,Alfen 22kW,Believ (EV),NN8 4LF,Northamptonshire North,52.303711,-0.698524
GB-LCL-A1176,[GB-LCL-A1176] Northamptonshire North: Broad Green,Alfen 22kW,Believ (EV),NN8 4LF,Northamptonshire North,52.303711,-0.698524
GB-LCL-A1179,[GB-LCL-A1179] Kettering: 33 Shakespeare Road / ACE0261264 / NN16 9QR,Alfen 22kW,Believ (EV),NN16 9QR,Kettering,52.4124097,-0.7248902
GB-LCL-A1180,[GB-LCL-A1180] Kettering: 33 Shakespeare Road / ACE0261253 / NN16 9QR,Alfen 22kW,Believ (EV),NN16 9QR,Kettering,52.4124097,-0.7248902
GB-LCL-A1181,[GB-LCL-A1181] Kettering: Morley Street / ACE0189318 / NN16 9LL,Alfen 22kW,Believ (EV),NN16 9LL,Kettering,52.409175,-0.720927
GB-LCL-A1182,[GB-LCL-A1182] Kettering: Morley Street / ACE0189353 / NN16 9LL,Alfen 22kW,Believ (EV),NN16 9LL,Kettering,52.409175,-0.720927
GB-LCL-A1183,[GB-LCL-A1183] Kettering: St Michaels Road / ACE0166121 / NN15 6AS,Alfen 22kW,Believ (EV),NN15 6AS,Kettering,52.390259,-0.72347
GB-LCL-A1184,[GB-LCL-A1184] Kettering: St Michaels Road / ACE0241513,Alfen 22kW,Believ (EV),NN15 6AS,Kettering,52.390259,-0.72347
GB-LCL-A1185,[GB-LCL-A1185] Ealing: Foster Road / ACE0422841 / W3 7AL,Alfen 22kW,Believ (EV),W3 7AL,Ealing,51.51412938,-0.25470033
GB-LCL-A1186,[GB-LCL-A1186] Ealing: Foster Road / ACE0422829 / W3 7AL,Alfen 22kW,Believ (EV),W3 7AL,Ealing,51.51412938,-0.25470033
GB-LCL-A1188,[GB-LCL-A1188] Ealing: Dudley Road / ACE0422838 / UB2 5AR,Alfen 22kW,Believ (EV),UB2 5AR,Ealing,51.50236927,-0.38591657
GB-LCL-A1190,[GB-LCL-A1190] Ealing: 126 Horn Lane / ACE0422839 / W3 6PA,Alfen 22kW,Believ (EV),W3 6PA,Ealing,51.51355,-0.26967
GB-LCL-A1191,[GB-LCL-A1191] Hammersmith & Fulham: Lettice Street / ACE0158145 / SW6 4EH,Alfen 22kW,Believ (EV),SW6 4EH,Hammersmith & Fulham,51.47390079,-0.20518293
GB-LCL-A1192,[GB-LCL-A1192] Waltham Forest: The Drive / ACE0261315 / E17 3BN,Alfen 22kW,Believ (EV),E17 3BN,Waltham Forest,51.587626,-0.01276
GB-LCL-A1193,[GB-LCL-A1193] Waltham Forest: Jesse Road / ACE0189172 / E10 6NN,Alfen 22kW,Believ (EV),E10 6NN,Waltham Forest,51.565982,-0.010058
GB-LCL-A1194,[GB-LCL-A1194] Ealing: King Edwards Gardens,Alfen 22kW,Believ (EV),W3 9RF,Ealing,51.50849449,-0.28229445
GB-LCL-A1195,[GB-LCL-A1195] Hammersmith & Fulham: Ranelagh Gardens / ACE0422348 / SW6 3UT,Alfen 22kW,Believ (EV),SW6 3UT,Hammersmith & Fulham,51.46768437,-0.20764249
GB-LCL-A1199,[GB-LCL-A1199] Redbridge: Eton Road / ACE0493460 / IG1 2UE,Alfen 22kW,Believ (EV),IG1 2UE,Redbridge,51.54997768,0.07863988
GB-LCL-A1200,[GB-LCL-A1200] Redbridge: Harrow Road / Side off 1 Staines Road / ACE0493490 / IG1 2XA,Alfen 22kW,Believ (EV),IG1 2XA,Redbridge,51.550205,0.081925
GB-LCL-A1202,[GB-LCL-A1202] Weekley Glebe Road,Alfen 22kW,Believ (EV),NN16 9NP,Northamptonshire North,52.411769,-0.709667
GB-LCL-A1203,[GB-LCL-A1203] Weekley Glebe Road,Alfen 22kW,Believ (EV),NN16 9NP,Northamptonshire North,52.411769,-0.709667
GB-LCL-A1204,[GB-LCL-A1204] Redbridge: Ray Lodge Road 1  / ACE0493485 / IG8 7PB,Alfen 22kW,Believ (EV),IG8 7PB,Redbridge,51.607667,0.041699
GB-LCL-A1205,[GB-LCL-A1205] Alma Road - Co-Build,Alfen 22kW,Believ (EV),UB1 1PD,Ealing,51.514746,-0.385988
GB-LCL-A1205,[GB-LCL-A1205] Alma Road - Co-Build,Alfen 22kW,Believ (EV),UB1 1PD,Ealing,51.514746,-0.385988
GB-LCL-A1205,[GB-LCL-A1205] Ealing: Alma Road - Co-Build / ACE0422877 / UB1 1PD,Alfen 22kW,Believ (EV),UB1 1PD,Ealing,51.514746,-0.385988
GB-LCL-A1206,[GB-LCL-A1206] Ealing: Fermoy Road / ACE0422866 / UB6 9HX,Alfen 22kW,Believ (EV),UB6 9HX,Ealing,51.525734,-0.361939
GB-LCL-A1207,[GB-LCL-A1207] Ealing: Fermoy Road / ACE0422870 / UB6 9HX,Alfen 22kW,Believ (EV),UB6 9HX,Ealing,51.525734,-0.361939
GB-LCL-A1208,[GB-LCL-A1208] Alma Road - Co-Build,Alfen 22kW,Believ (EV),UB1 1PD,Ealing,51.514746,-0.385988
GB-LCL-A1208,[GB-LCL-A1208] Alma Road - Co-Build,Alfen 22kW,Believ (EV),UB1 1PD,Ealing,51.514746,-0.385988
GB-LCL-A1208,[GB-LCL-A1208] Ealing: Alma Road - Co-Build / ACE0422543 / UB1 1PD,Alfen 22kW,Believ (EV),UB1 1PD,Ealing,51.514746,-0.385988
GB-LCL-A1209,[GB-LCL-A1209] Ealing: Dudley Road / ACE0422894 / UB2 5AR,,Believ (EV),UB2 5AR,Ealing,51.50236927,-0.38591657
GB-LCL-A1210,[GB-LCL-A1210] Croydon: Leslie Park Road / ACE0493429 / CR0 6UW,,Believ (EV),CR0 6UW,Croydon,51.379331,-0.085511
GB-LCL-A1211,[GB-LCL-A1211] Ealing: Horsenden Lane North / ACE0422905 / UB6 0JN,Alfen 22kW,Believ (EV),UB6 0JN,Ealing,51.55081,-0.33836
GB-LCL-A1212,[GB-LCL-A1212] Ealing: Horsenden Lane North / ACE0422883 / UB6 0JN,Alfen 22kW,Believ (EV),UB6 0JN,Ealing,51.55081,-0.33836
GB-LCL-A1214,[GB-LCL-A1214] Aldriche Way,Alfen 22kW,Believ (EV),E4 9LX,Waltham Forest,51.607561,-0.006349
GB-LCL-A1214,[GB-LCL-A1214] Aldriche Way,Alfen 22kW,Believ (EV),E4 9LX,Waltham Forest,51.607561,-0.006349
GB-LCL-A1214,[GB-LCL-A1214] Waltham Forest: Aldriche Way,Alfen 22kW,Believ (EV),E4 9LX,Waltham Forest,51.607561,-0.006349
GB-LCL-A1216,[GB-LCL-A1216] Ealing: Francis Road / side of 9 Sarsfield Road / ACE0422895 / UB6 7AD,Alfen 22kW,Believ (EV),UB6 7AD,Ealing,51.537949,-0.314403
GB-LCL-A1219,[GB-LCL-A1219] Ealing: Jenner Avenue / ACE0422730 / W3 6TA,Alfen 22kW,Believ (EV),W3 6TA,Ealing,51.520366,-0.259515
GB-LCL-A1220,[GB-LCL-A1220] Ealing: Jenner Avenue / ACE0422769,Alfen 22kW,Believ (EV),W3 6TA,Ealing,51.520366,-0.259515
GB-LCL-A1221,[GB-LCL-A1221] 129 Harcourt Road,Alfen 22kW,Believ (EV),E15 3DX,Newham,51.530838,0.011341
GB-LCL-A1222,[GB-LCL-A1222] Newham: 81 Creighton Avenue / ACE0422869 / E6 3DT,Alfen 22kW,Believ (EV),E6 3DT,Newham,51.528678,0.04181
GB-LCL-A1223,[GB-LCL-A1223] Ealing: Montague Road / ACE0422746,"Alfen 22kW

",Believ (EV),W7 3PE,Ealing,51.50566608,-0.33334018
GB-LCL-A1224,[GB-LCL-A1224] Ealing: Montague Avenue / ACE0422754 / W7 3PE,Alfen 22kW,Believ (EV),W7 3PE,Ealing,51.505648,0.333378
GB-LCL-A1225,[GB-LCL-A1225] Newham: Daines Close / ACE0422798 / E12 5LQ,Alfen 22kW,Believ (EV),E12 5LQ,Newham,51.555776,0.060074
